"TITLE"	"SUMMARY"	"URL"	"change"
"Boeing Impresses at Paris Air Show"	"Boeing Co BA was off to a bad start in 2016 but the stock has been performing incredibly well since the beginning of 2017 as it is up approximately 28 year to date Moreover it looks like the company s impressive run will not end anytime soon Boeing Co Boeing Co BA was off to"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/EbH-EzkQ90o/boeing-impresses-at-paris-air-show-cm806251"	"N"
"Boeing rival Airbus unveils 100-jet deal at the Paris Air Show"	"Not to be outdone by archrival Boeing on its home turf in France, Airbus unveiled a massive deal Monday to sell 100 A320neo (new engine option) single-aisle jets.  The buyer was GE Capital Aviation Services (GECAS), the American-based aviation leasing and financing arm of conglomerate General Electric (GE).  An A320neo sells for $108.4 million at list price, but large-volume buyers like GECAS typically enjoy 50 percent discounts."	"http://finance.yahoo.com/r/8120b5a7-1901-3e01-ac90-b4588b293107/airbus-gecas-100-jet-deal-paris-air-show.html?ana=yahoo&yptr=yahoo&.tsrc=rss"	"N"
"El Al to buy three more Boeing Dreamliners for $729 million"	"El Al Israel Airlines is buying three more Boeing 787 Dreamliners in a deal worth more than $729 million, firming up additional commitments made in 2015, the companies said on Wednesday. The order includes ..."	"https://finance.yahoo.com/news/el-al-buy-three-more-095557395.html?.tsrc=rss"	"N"
"Boeing Co (BA) Stock Offers Safe Boarding"	"InvestorPlace Stock Market News Stock Advice amp Trading Tips There s a lot to like about Boeing Co NYSE BA But after climbing to record highs investing in BA stock with less risk and without timing the market is an option if investors look to use a bullishly targeted"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/MBzv684e_94/boeing-co-ba-stock-offers-safe-boarding-cm805826"	"N"
"Boeing, AerCap Announce Neos as New 737 MAX Operator"	"LE BOURGET, France, June 21, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing (BA) and AerCap today announced that two 737 MAXs will be leased by AerCap to the Italian carrier Neos.  Based at Milan Malpensa Airport, Neos will become the country's first 737 MAX operator when it takes delivery of the airplane in 2019.  We are sure that our customers will love the 737 MAX."	"https://finance.yahoo.com/news/boeing-aercap-announce-neos-737-100000444.html?.tsrc=rss"	"N"
"Boeing Is Crushing Airbus On Orders At Paris Air Show"	"Boeing is burying Airbus in customer orders so far in the Paris Air Show, but the European rival has been known to reach major deals at the last minute."	"http://finance.yahoo.com/r/63b966a5-3da8-34bd-a5de-f35215b9ad17/boeing-raises-20-year-demand-outlook-announces-new-max-10-orders?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"Lockheed Martin (LMT) Unit Wins $61M AEGIS Support Contract"	"Lockheed Martin Corp s LMT Rotary and Mission Systems business division has won a modification contract to exercise options for providing support services for the Advanced Electronic Guidance and Instrumentation System AEGIS program Contract Details The contract valued at 61"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Gvet9W2t27Q/lockheed-martin-lmt-unit-wins-61m-aegis-support-contract-cm806149"	"N"
"AIRSHOW-Mauritania Airlines orders one Boeing 737 MAX 8 plane"	"Mauritania Airlines has ordered one Boeing 737 MAX 8 airliner, the companies said at the Paris Airshow. The order, valued at around $112 million at list price, had been previously attributed to an unidentified ..."	"https://finance.yahoo.com/news/airshow-mauritania-airlines-orders-one-103757464.html?.tsrc=rss"	"N"
"McDonald's: A Side of Fries With That Upgrade?"	"If you were asked to pick the best performing stocks in the Dow Jones Industrial Average this year, what would you choose? Apple (AAPL) might be there, and Visa (V) too. (They're numbers three and four). ..."	"http://finance.yahoo.com/r/5ba1fb26-2c03-33c1-9374-211b75699cdb/mcdonalds-a-side-of-fries-with-that-upgrade-1497979348?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss"	"N"
"[$$] Boeing and Airbus should be working together"	"Sir, The Paris Air Show is like Fashion Week. The clothes are stunning to look at on the models, and under the lights and cameras of the runway they promise dreams fulfilled. Unfortunately, they aren't ..."	"http://finance.yahoo.com/r/51fdcbaf-7846-38ee-a9ae-24d27a9f5850/a8320a92-5513-11e7-9fed-c19e2700005f,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev&yptr=yahoo&.tsrc=rss"	"N"
"Boeing noses out in front in orders race at Paris Air Show"	"The U.S. plane manufacturer Boeing has taken a commanding lead over Airbus in the race to win new orders at the Paris Air Show this week."	"http://finance.yahoo.com/r/872d4069-cafb-3120-8c22-2bf99976c9d2/104541960?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104541960&yptr=yahoo&.tsrc=rss"	"N"
"Five classic Dow stocks are surging"	"CNBC's Dominic Chu talks about &quot;classic&quot; Dow stocks that have been rallying, including McDonalds, 3M, Johnson and Johnson, and more. The <U+393C><U+3E33>Fast Money<U+393C><U+3E34> traders weigh in."	"https://finance.yahoo.com/video/five-classic-dow-stocks-surging-213500226.html?.tsrc=rss"	"N"
"&apos;Hybrid&apos; Design For New Boeing Midrange Jet Could Hit This Sweet Spot"	"Boeing hinted Tuesday at an unconventional fuselage for a new midrange plane the aerospace giant is considering to take back market share lost rival Airbus."	"http://finance.yahoo.com/r/86597748-4bfe-31b7-86c3-bd183e6fddc7/more-details-emerge-on-unconventional-boeing-797-fuselage?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"Put Some Protection in Place on Boeing"	"Stock has rallied since March, but raise those sell-stops."	"http://finance.yahoo.com/r/1e4c38f8-0289-3e71-a58d-2f34b134a926/put-some-protection-place-boeing?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"Boeing's Stock Just Hit a Milestone It Had Never Reached Before in More Than 100 Years"	"A nice round number it hit."	"http://finance.yahoo.com/r/eb2484d0-f4c6-38e1-80d6-2bf604f3ba33/boeing-shares-close-in-on-200-as-new-airplane-picks-up-orders-despite-critics.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"United Jumps on Boeing MAX 10 Bandwagon While Delta Takes More Airbus A321s"	"In the Paris Air Show battle between the Boeing MAX 10 and the Delta A321, United and Delta made opposing picks."	"http://finance.yahoo.com/r/4c56b3b0-3145-3f14-a326-0b574452d7ef/united-jumps-on-boeing-max-10-bandwagon-while-delta-takes-more-airbus-a321s.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"AIRSHOW-Emirates interested in retrofit for A380 changes proposed by Airbus on new planes"	"Emirates, the world's  largest A380 customer, would be interested in changes being made  to its current fleet of the superjumbo that manufacturer Airbus  said this week would only be for new aircraft.  Airbus unveiled an upgraded version of the world's biggest  passenger jet on Sunday, seeking to boost demand for the  slow-selling superjumbo and including a new wingtip design aimed  at reducing fuel burn by up to 4 percent.  If they said we<U+393C><U+3E32>ll give you these winglets on a retrofit  basis, to save up to 2.5 percent fuel, I would look at that,  Emirates President Tim Clark told reporters at the Paris Airshow  on Wednesday."	"https://finance.yahoo.com/news/airshow-emirates-interested-retrofit-a380-074920378.html?.tsrc=rss"	"N"
"Boeing, Mauritania Airlines Announce Order for One 737 MAX 8"	"737 continues to form backbone of the carrier's growing fleet LE BOURGET , France , June 21, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing (NYSE:BA) and Mauritania Airlines today announced an order for one 737 MAX 8 airplane ..."	"https://finance.yahoo.com/news/boeing-mauritania-airlines-announce-order-103000798.html?.tsrc=rss"	"N"
"AIRSHOW-Wizz Air orders 10 Airbus A321ceo planes"	"Budget airline Wizz Air  has signed a firm order for 10 Airbus A321ceo planes,  the companies said at the Paris Airshow on Wednesday.  Based on current list prices, the value of the new order,  placed with Airbus S.A.S. and IAE International Aero Engines AG,  is some $1.16 billion, although Airbus has granted significant  discounts from list prices to Wizz Air, the airline said in a  statement."	"https://finance.yahoo.com/news/airshow-wizz-air-orders-10-100325038.html?.tsrc=rss"	"N"
"AIRSHOW-Lockheed upbeat on foreign sales prospects of CH-53K helicopter"	"Lockheed Martin Corp sees  strong export prospects for the CH-53K heavy-lift helicopter it  is building for the U.S. Marine Corps, it said on Wednesday,  citing interest from Germany and Israel and potentially Japan in  coming years.  Dan Schultz, president of Lockheed's Sikorsky helicopter  unit, said the CH-53K King Stallion was performing better than  expected in testing and had been approved by the Pentagon for  full-rate production ahead of schedule."	"https://finance.yahoo.com/news/airshow-lockheed-upbeat-foreign-sales-143216400.html?.tsrc=rss"	"N"
"Today's iQ100 leaders"	"The CNBC iq100 tracks big cap companies that get most of their revenue from their own intellectual property. Some of today's leaders include Oracle, Boeing, Becton Dickinson, American Express, Amazon and Pfizer. For more on the index go to CNBC.com/iq1..."	"https://finance.yahoo.com/video/todays-iq100-leaders-172600314.html?.tsrc=rss"	"N"
"Boeing secures jet deal commitments worth $23 billion at the Paris Air Show"	"Boeing Co. said Monday it has commitments from airlines and jet leasing companies for a slew of potential aircraft orders worth $23 billion at list prices.  Boeing secured scads of commitments for its new 737 Max 10 jet, which was officially unveiled at the Paris Air Show Monday .  In commercial aerospace, a commitment means the airline wants to order the airplanes from a manufacturer like Boeing, but that the jet maker and buyer have neither reached a final agreement on the purchase price nor signed a full, detailed and formal contract."	"http://finance.yahoo.com/r/fd72a7e1-11db-3891-9520-bc5eab86d368/boeing-commitments-paris-air-show.html?ana=yahoo&yptr=yahoo&.tsrc=rss"	"N"
"S&P 500 Buybacks Fall 17.5% Year-over-Year to $133.1 Billion for Q1 2017"	"- Q1 2017 repurchases is 1.6% less than Q4 2016 and 17.5% less than Q1 2016 - EPS support via share count reduction significantly declines - Cash reserves set new record NEW YORK , June 21, 2017 /PRNewswire/ ..."	"https://finance.yahoo.com/news/p-500-buybacks-fall-17-140000215.html?.tsrc=rss"	"N"
"Boeing Claims More 737 MAX 10 Orders, Reveals Some Details on New Midsize Jet"	"Boeing has written orders and commitments for more than 650 of its new 737 MAX 10 passenger jet during this year's Paris Air Show. The company is also looking ahead to a new airplane that could enter service ..."	"https://finance.yahoo.com/news/boeing-claims-more-737-max-141051887.html?.tsrc=rss"	"N"
"Dow Jones Industrial Average And Dow Stocks: News And Analysis"	"Get the latest news and analysis on the Dow Jones Industrial Average and its 30 component stocks."	"http://finance.yahoo.com/r/567315ae-e999-3aac-997c-6bcc3dc55234/dow-jones-industrial-average-and-dow-stocks-news-and-analysis?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"Boeing (BA) Raises 20-Year Jetliner Market Outlook by 3.6%"	"The Boeing Co. (BA) has raised the 20-year forecast for jetliner demand by 3.6% at the Paris Air Show."	"https://finance.yahoo.com/news/boeing-ba-raises-20-jetliner-134201825.html?.tsrc=rss"	"N"
"Boeing, Malaysia Airlines Announce Order for 10 737 MAX 10 Airplanes"	"Newest 737 MAX to add capacity for national carrier Malaysia Airlines joins 737 MAX 10 launch group LE BOURGET , France , June 21, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing  and Malaysia Airlines Berhad (Malaysia ..."	"https://finance.yahoo.com/news/boeing-malaysia-airlines-announce-order-132700932.html?.tsrc=rss"	"N"
"Why Boeing&apos;s 737 MAX 10 Deal With United Continental Is So Important"	"Boeing just got a big endorsement for its new 737 MAX 10 from one of the largest airlines in the world."	"http://finance.yahoo.com/r/20bff1d2-d486-3d8b-9f5f-a3127e776fcd/why-boeings-737-max-10-deal-with-united-continenta.aspx?yptr=yahoo&.tsrc=rss"	"N"
"Boeing (BA) Wins Big Orders for Airplanes at Paris Air Show"	"Leading commercial aircraft maker The Boeing Company BA nabbed a number of orders worth billions at the 2017 Paris Air Show for its commercial jets Details of the Deals Won Boeing received a commitment from the Kuwait based ALAFCO Aviation Lease and Finance Company a global"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/GQRJiekUiIY/boeing-ba-wins-big-orders-for-airplanes-at-paris-air-show-cm805723"	"N"
"<U+200B>PARIS: Emirates&apos; Clark likes Boeing&apos;s NMA design ideas"	"Emirates Airline president Tim Clark is impressed with how Boeing's proposed New Midsize Airplane (NMA) is challenging long-held airliner design principles but thinks airline leaders may be too risk-adverse to embrace radical ideas."	"http://finance.yahoo.com/r/90704b56-892c-3cae-8780-ca1182f95055/paris-emirates-clark-likes-boeings-nma-design-id-438685?yptr=yahoo&.tsrc=rss"	"N"
"Today's Research Reports on Stocks to Watch: Boeing and Tesla"	"NEW YORK, NY / ACCESSWIRE / June 21, 2017 / U.S. markets slumped Tuesday as oil prices tumbled mainly on oversupply concerns. The Dow Jones Industrial Average declined 0.29 percent to close at 21,467.14, ..."	"https://finance.yahoo.com/news/todays-research-reports-stocks-watch-120000773.html?.tsrc=rss"	"N"
"PARIS: <U+200B>Autonomy and supersonics among Boeing research pursuits"	"Boeing is back in the moonshot business."	"http://finance.yahoo.com/r/3373ac1c-ad70-3c97-a4fc-586ab68589e7/paris-autonomy-and-supersonics-among-boeing-resear-438645?yptr=yahoo&.tsrc=rss"	"N"
"Boeing, Donghai Airlines Announce Selection of 10 737 MAX 10 Airplanes"	"Shenzhen-based airline joins launch group for newest 737 MAX family member LE BOURGET , France , June 21, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing  and Donghai Airlines today announced the airline's decision ..."	"https://finance.yahoo.com/news/boeing-donghai-airlines-announce-selection-114000380.html?.tsrc=rss"	"N"
"[$$] Boeing Sees More Than $6 Trillion in Plane Deliveries"	"Boeing has lifted its 20-year forecast for plane deliveries to 41,030 jetliners with a value for the first time topping $6 trillion at list prices."	"http://finance.yahoo.com/r/afb4a640-b178-33c6-8236-dcd6358563b5/boeing-sees-more-than-6-trillion-in-plane-deliveries-1497944400?ru=yahoo?mod=yahoo_itp&yptr=yahoo&.tsrc=rss"	"N"
"Boeing, EL AL Israel Airlines Finalize Order for Three Additional 787 Dreamliners"	"LE BOURGET, France, June 21, 2017 /PRNewswire/ --<U+613C><U+3E30>Boeing (BA) and EL AL Israel Airlines today finalized an order for three 787 Dreamliners at the 2017 Paris Air Show, firming up additional commitments originally announced in 2015.  EL AL now has six unfilled orders for 787s, with lease agreements in place for a further seven Dreamliners.  Firming up these three 787 Dreamliners that were part of the 787 deal announced in 2015 is an important step in the continuity of our relationship between EL AL and Boeing, said David Maimon, president and chief executive officer, EL AL Israel Airlines."	"https://finance.yahoo.com/news/boeing-el-al-israel-airlines-083000529.html?.tsrc=rss"	"N"
"AIRSHOW-China's Xiamen Airlines signs provisional deal for 10 Boeing 737 MAX 10 jets"	"China's Xiamen Airlines has signed a memorandum of understanding to buy 10 of Boeing's new 737 MAX 10 jets, worth around $1.2 billion at current list prices, the two companies said at the Paris Airshow ..."	"https://finance.yahoo.com/news/airshow-chinas-xiamen-airlines-signs-140941400.html?.tsrc=rss"	"N"
"Boeing, El Al Israel Finalize Order For 3 787 Dreamliners"	"Boeing, El Al Israel Finalize Order For 3 787 Dreamliners"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0cYDrKmWWFE/boeing-el-al-israel-finalize-order-for-3-787-dreamliners-20170621-00138"	"N"
"Boeing, Donghai Airlines Report Selection Of 10 737 MAX 10 Airplanes"	"Boeing, Donghai Airlines Report Selection Of 10 737 MAX 10 Airplanes"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/z6Cz6lE7a6E/boeing-donghai-airlines-report-selection-of-10-737-max-10-airplanes-20170621-00334"	"N"
"Boeing gets key 787 Dreamliner commitments ahead of production rate decision"	"Boeing has unveiled three agreements with overseas airlines covering the potential sale of 17 787 Dreamliner jets, the jet maker said at the Paris Air Show.  Boeing said Tuesday Azerbaijan Airlines made a commitment to buy four 787-8 Dreamliners in a deal valued at $918 million at list prices.  Chinese airline Okay Airways of Beijing also signed a memorandum of understanding expressing its intention to buy five larger 787-9 Dreamliners."	"http://finance.yahoo.com/r/d52cfd4f-34f5-30ea-8ac0-99a11bb595a1/boeing-787-dreamliner-mou-okay-airways-azerbaijan.html?ana=yahoo&yptr=yahoo&.tsrc=rss"	"N"
"AIRSHOW-Boeing gets boost from United, lifts demand forecast"	"Boeing Co won a key  endorsement from United Airlines for the latest model of its  best-selling 737 on Tuesday and struck an upbeat tone by raising  its 20-year industry demand forecast despite signs the pace of  growth is slowing.  A day after the launch of the 737 MAX 10 at the world's  biggest air show in Paris, United said it would convert  an order for 100 other 737 MAX planes to the new model."	"https://finance.yahoo.com/news/airshow-boeing-gets-boost-united-223730170.html?.tsrc=rss"	"N"
"Factbox: Airbus, Boeing commercial aircraft deals at Paris Airshow"	"Following is a summary of commercial aircraft deals announced by Airbus and Boeing at the Paris Airshow: AIRBUS: * Lessor GECAS orders 100 A320neo aircraft worth about $10.8 billion at list prices to be ..."	"https://finance.yahoo.com/news/factbox-airbus-boeing-commercial-aircraft-073451341.html?.tsrc=rss"	"N"
"AIRSHOW-Malaysia Airlines in early talks to buy 35-40 long-range jets"	"Malaysia Airlines is in early  negotiations with Airbus and Boeing for the  purchase of 35-40 new long-range jets, its chief executive said  on Wednesday.  Peter Bellew told Reuters the restructured Malaysian carrier  was interested either in Boeing 787-9 or Airbus A330-900neo  aircraft, but did not believe either manufacturer was yet  offering the right price or delivery schedule.  Malaysia Airlines is meanwhile bringing in six second-hand  Airbus A330s, which are available at attractive prices, he said  at the Paris Airshow."	"https://finance.yahoo.com/news/airshow-malaysia-airlines-early-talks-141720223.html?.tsrc=rss"	"N"
"Featured Company News - Boeing's 737 MAX 10 Launch a Hit at Paris Air Show; Orders Pour In"	"LONDON, UK / ACCESSWIRE / June 21, 2017 / Pro-Trader Daily takes a look at the latest corporate events and news making the headlines for The Boeing Co. (NYSE: BA ), following which we have published a ..."	"https://finance.yahoo.com/news/featured-company-news-boeings-737-121500243.html?.tsrc=rss"	"N"
"Pray the pilot of your Boeing airliner doesn't do this on your next flight (Video)"	"Boeing released a gut-churning video Friday showing pilots of its two newest airplanes performing what it called dynamic maneuvers together over Washington state.  The Boeing (BA) video aimed to highlight the Chicago-based jet maker's two newest commercial airplane products before next week's Paris Air Show.  The video highlights some fancy flying by Boeing test pilots doing some wild moves with the new 737 Max 9 and the 787-10 Dreamliner jets over the North Cascades in early June."	"http://finance.yahoo.com/r/e53cb17c-7c1f-35cd-92d8-2d772de2a90c/pray-the-pilot-of-your-boeing-airliner-doesnt-do.html?ana=yahoo&yptr=yahoo&.tsrc=rss"	"N"
"Boeing, Malaysia Airlines Announce Order For 737 MAX 10 Airplanes - Quick Facts"	"Boeing, Malaysia Airlines Announce Order For 737 MAX 10 Airplanes - Quick Facts"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/faV7-287As8/boeing-malaysia-airlines-announce-order-for-737-max-10-airplanes--quick-facts-20170621-00667"	"N"
"Boeing, Kawasaki Heavy Industries Enhance Collaboration to Win in the Marketplace"	"LE BOURGET , France , June 21, 2017 /PRNewswire/ -- Boeing  today announced an agreement to enhance industrial collaboration with Kawasaki Heavy Industries (KHI), including joint exploration ..."	"https://finance.yahoo.com/news/boeing-kawasaki-heavy-industries-enhance-060600201.html?.tsrc=rss"	"N"
"[$$] 3-D Printed Airliner Parts Face Regulatory Headwinds"	"Aerospace suppliers are eager to start using 3-D printing technology to turn out large, high-volume structural parts for jetliners, but U.S. safety regulators are taking a go-slow approach toward approving ..."	"http://finance.yahoo.com/r/d010c28d-4167-3e44-9478-60ed04b033d8/3-d-printed-airliner-parts-face-regulatory-headwinds-1497936970?ru=yahoo?mod=yahoo_itp&yptr=yahoo&.tsrc=rss"	"N"
"Boeing, Air Lease Corporation Announce Memorandum of Understanding for 12 737 MAXs"	"Agreement includes five 737 MAX 7s, seven 737 MAX 8s LE BOURGET , France , June 21, 2017 /PRNewswire/ -- Boeing (NYSE: BA) and Air Lease Corporation (NYSE: AL) announced a Memorandum of Understanding (MOU) ..."	"https://finance.yahoo.com/news/boeing-air-lease-corporation-announce-080000054.html?.tsrc=rss"	"N"
"Boeing, China's Donghai Airlines Announce Selection Of 10 737 MAX 10 Airplanes"	"Boeing, China's Donghai Airlines Announce Selection Of 10 737 MAX 10 Airplanes"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/f8575B6rv2k/boeing-chinas-donghai-airlines-announce-selection-of-10-737-max-10-airplanes-20170621-00339"	"N"
"Boeing, Air Lease Corp. Sign MoU For 12 737 MAXs"	"Boeing, Air Lease Corp. Sign MoU For 12 737 MAXs"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ptH5YWpS93I/boeing-air-lease-corp-sign-mou-for-12-737-maxs-20170621-00166"	"N"
"Boeing wins Paris Air Show order title as Airbus<U+0092>s Leahy announces retirement"	"The U.S. plane manufacturer Boeing has beaten Europe&apos;s Airbus in the race for new orders at the Paris Air Show this week."	"https://finance.yahoo.com/news/boeing-wins-paris-air-show-100709553.html?.tsrc=rss"	"N"
"AIRSHOW-Boeing wins hot Paris order race"	"After a show in which both manufacturers did brisk business  under a sweltering sun, the European planemaker said on Thursday  it won 326 net new orders and commitments while U.S. rival  Boeing said its total was 571.  The MAX stole the show, Ihssane Mounir, vice president of  sales and marketing at Boeing's commercial aircraft division,  told journalists.  Asked if Airbus had lost momentum after years in which it  often trounced Boeing at annual industry gatherings, sales chief  John Leahy said the slowdown in orders had been expected."	"https://finance.yahoo.com/news/airshow-airbus-concedes-defeat-boeing-094255943.html?.tsrc=rss"	"N"
"AIRSHOW-China's Donghai converts 10 jet Boeing order into 737 MAX 10"	"Boeing and Donghai Airlines said on Wednesday the Chinese airline would convert a previous order for 10 737 MAX 8 planes into an order for 10 new 737 MAX 10 jets. The deal was the last one to be signed ..."	"https://finance.yahoo.com/news/airshow-chinas-donghai-converts-10-120258169.html?.tsrc=rss"	"N"
"Boeing Tops Airbus in Air-Show Haul for First Time Since '12"	"Boeing Co. secured twice as much in order value at the Paris Air Show as rival<U+613C><U+3E30>Airbus SE, marking the U.S. planemaker<U+393C><U+3E32>s first victory in five years at the aviation industry<U+393C><U+3E32>s annual showcase."	"http://finance.yahoo.com/r/22bea83e-b6aa-39da-aa8b-ab2a35ec889b/boeing-beats-airbus-in-air-show-orders-for-first-time-since-2012?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Airbus: Would respond if Boeing mid-jet succeeds, but unlikely"	"Airbus sales chief John Leahy said on Thursday Airbus would probably respond if Boeing launches a jet in the middle of the market and makes it a sales success, but that he did not think either of these ..."	"https://finance.yahoo.com/news/airbus-respond-boeing-mid-jet-102534241.html?.tsrc=rss"	"N"
"Copa Holdings, Boeing Announce Deal For 15 737 MAX 10s"	"LE BOURGET, France, June 21, 2017 /PRNewswire/ --<U+613C><U+3E30>Copa<U+613C><U+3E30>Holdings (CPA) and Boeing (BA) today announced an order for 15 737 MAX 10s at the 2017 Paris Airshow.<U+613C><U+3E30> With this announcement, Copa Airlines is one of the launch customers for the 737 MAX 10 airplane and will be the first airline in Latin America to operate the newest addition to the MAX family.  Today's order is a conversion from a previous order of 737 MAX 8 aircraft."	"https://finance.yahoo.com/news/copa-holdings-boeing-announce-deal-213700214.html?.tsrc=rss"	"N"
"Boeing, AerCap Announce Order for 15 737 MAX 10s"	"LE BOURGET , France , June 22, 2017 /PRNewswire/ -- Boeing  and AerCap announced an order for 15 737 MAX 10s at the 2017 Paris Air Show. Under the agreement, AerCap will convert 15 of its current ..."	"https://finance.yahoo.com/news/boeing-aercap-announce-order-15-075000674.html?.tsrc=rss"	"N"
"Boeing, Tassili Airlines Announce Order for Three Next-Generation 737-800s"	"Algerian carrier enhances 737 fleet, positioning airline for future growth LE BOURGET , France , June 22, 2017 /PRNewswire/ -- Boeing (NYSE:BA) and Tassili Airlines today announced an order for three Next-Generation ..."	"https://finance.yahoo.com/news/boeing-tassili-airlines-announce-order-074500526.html?.tsrc=rss"	"N"
"Boeing Wins 100 737 MAX 10 Jets Order from United Airlines"	"Leading commercial aircraft maker The Boeing Company BA has received an order to transform 100 of its existing orders of 737 MAX jets to that of 737 Max 10 jets The order was placed by United Airlines the subsidiary of United Continental Holdings Inc UAL at the 2017 Paris Air"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/bQ7zC0yJoC0/boeing-wins-100-737-max-10-jets-order-from-united-airlines-cm806849"	"N"
"AIRSHOW-Two Iranian airlines plan to buy 73 Airbus jets"	"Airbus said on Thursday two  Iranian airlines had committed to buying 73 planes in a  last-minute flurry of deals for the European planemaker at the  Paris Airshow.  Iranian domestic carrier Zagros Airlines signed a memorandum  of understanding (MoU) to buy 20 Airbus A320neo jets  and eight A330neo aircraft, while privatised Iran Airtour signed  an MoU for 45 A320neos.  Iran has ordered more than 200 planes since international  sanctions against the country were lifted last year in return  for curbs on the country's nuclear activities."	"https://finance.yahoo.com/news/airshow-two-iranian-airlines-plan-104427438.html?.tsrc=rss"	"N"
"Why Boeing's 737 MAX 10 Deal With United Continental Is So Important"	"On Tuesday Boeing NYSE BA announced its biggest deal in terms of sheer numbers of the Paris Air Show an order for 100 737 MAX 10s from United Continental NYSE UAL Several pundits noted that none of these are truly new orders Instead United is converting most of"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/k9h8DtHneUc/why-boeings-737-max-10-deal-with-united-continental-is-so-important-cm806358"	"N"
"PARIS: Initial reception largely positive to Boeing&apos;s NMA"	"Boeing's plans for its clean-sheet New Midsize Airplane design have received a generally positive response from potential customers at this year's Paris air show."	"http://finance.yahoo.com/r/fdb01769-678b-3a8e-b6a3-896dbf80c380/paris-initial-reception-largely-positive-to-boeing-438718?yptr=yahoo&.tsrc=rss"	"N"
"Ruili Airlines signs MoU for 20 of Boeing's 737 MAX planes"	"Boeing said on Thursday that Chinese low-cost carrier Ruili Airlines had signed a memorandum of understanding for 20 of Boeing's 737 MAX airplanes, in a deal worth around $2.2 billion at current list prices...."	"https://finance.yahoo.com/news/ruili-airlines-signs-mou-20-093714334.html?.tsrc=rss"	"N"
"ViaSat (VSAT) to Provide STT for Apache Guardian Helicopters"	"ViaSat Inc VSAT recently announced that it has clinched a multi year deal from premium aircraft manufacturing behemoth The Boeing Company BA to supply Small Tactical Terminals STT that are used in AH 64E Apache Guardian helicopters The deal is the latest in the string of STT"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0mUszrbW118/viasat-vsat-to-provide-stt-for-apache-guardian-helicopters-cm806302"	"N"
"DIA, GS, BA, IBM: Large Inflows Detected at ETF"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the SPDR Dow Jones Industrial Average ETF Symbol DIA where we have detected an approximate 215 0 million dollar inflow that s a 1 3 increase week over week"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1qc-dF4-xTM/dia-gs-ba-ibm-large-inflows-detected-at-etf-cm806325"	"N"
"AIRSHOW-Threats, NATO demands underpin global arms demand"	"Military conflicts and growing  threats around the world continue to underpin demand for  weapons, but industry and government leaders from the United  States, Europe, Russia and the Middle East say they don't see a  huge near-term spike in arms orders.  Executives report being busier than ever at this year's  Paris Airshow, the oldest and biggest aerospace expo in the  world, which featured aerial acrobatics by Lockheed Martin  Corp's F-35 fighter jet."	"https://finance.yahoo.com/news/airshow-threats-nato-demands-underpin-180718710.html?.tsrc=rss"	"N"
"Lockheed Wins Modification Deal for AEGIS Ballistic Missile"	"Defense giant Lockheed Martin Corp s LMT business segment Rotary and Mission Systems has clinched a modification contract to provide support for advanced concept initiatives by the Aegis Ballistic Missile Defense ABMD program office This in turn will aid in identifying technology"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/oSSAsEBToZ0/lockheed-wins-modification-deal-for-aegis-ballistic-missile-cm806857"	"N"
